country,city_actual,rating_count,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnights,rating
Austria,Vienna,426,City centre,Donauturm,Innere Stadt,127,Vienna,4,4,840,0,22026,1,15-50% offer,2017,11,0,0,0.8,3.1,Hotel,1,4
Austria,Vienna,148,City centre,Donauturm,Innere Stadt,163,Vienna,4,4,388,1,22028,0,0% no offer,2017,11,0,0,0.4,2.7,Hotel,1,4.1
Austria,Vienna,56,City centre,Donauturm,Innere Stadt,231,Vienna,4,4.5,282,0,22031,1,15-50% offer,2017,11,0,0,0.1,2.7,Hotel,1,4.4
Austria,Vienna,247,City centre,Donauturm,Innere Stadt,116,Vienna,4,4.5,1274,1,22032,1,15-50% offer,2017,11,0,0,0.4,2.6,Hotel,1,4.4
Austria,Vienna,703,City centre,Donauturm,Innere Stadt,166,Vienna,4,4,1592,1,22037,1,15-50% offer,2017,11,0,0,0.6,2.8,Hotel,1,4.3
Austria,Vienna,81,City centre,Donauturm,Innere Stadt,169,Vienna,4,4.5,561,1,22042,0,0% no offer,2017,11,0,0,0.3,2.5,Hotel,1,4.5
Austria,Vienna,404,City centre,Donauturm,Innere Stadt,242,Vienna,4,4.5,2165,0,22050,1,1-15% offer,2017,11,0,0,0,2.8,Hotel,1,4.8
Austria,Vienna,123,City centre,Donauturm,Innere Stadt,223,Vienna,4,3.5,276,1,22051,0,0% no offer,2017,11,0,0,0.5,2.4,Hotel,1,3.5
Austria,Vienna,653,City centre,Donauturm,Innere Stadt,149,Vienna,4,4.5,930,1,22052,1,15-50% offer,2017,11,0,0,0.3,2.7,Hotel,1,4.4
Austria,Vienna,388,City centre,Donauturm,Innere Stadt,114,Vienna,4,4,836,0,22054,1,15-50% offer,2017,11,0,0,0.5,2.3,Hotel,1,4
Austria,Vienna,34,City centre,Donauturm,Innere Stadt,139,Vienna,4,3.5,54,1,22061,1,1-15% offer,2017,11,0,0,0.2,2.9,Hotel,1,3.5
Austria,Vienna,102,City centre,Donauturm,Josefstadt,79,Vienna,3,3.5,127,1,22064,1,1-15% offer,2017,11,0,0,1.4,3.6,Hotel,1,3.5
Austria,Vienna,354,City centre,Donauturm,Josefstadt,110,Vienna,3,4,419,0,22071,1,15-50% offer,2017,11,0,0,0.9,3.4,Hotel,1,4.1
Austria,Vienna,92,City centre,Donauturm,Josefstadt,88,Vienna,3,4,509,1,22072,1,15-50% offer,2017,11,0,0,0.9,3.3,Hotel,1,4.4
Austria,Vienna,128,City centre,Donauturm,Josefstadt,59,Vienna,3,4,967,1,22075,1,50%-75% offer,2017,11,0,0,1.6,3.7,Hotel,1,3.9
Austria,Vienna,530,City centre,Donauturm,Josefstadt,119,Vienna,4,4,1358,0,22076,1,1-15% offer,2017,11,0,0,0.9,3.4,Hotel,1,4
Austria,Vienna,342,City centre,Donauturm,Josefstadt,152,Vienna,4,4,1461,0,22077,1,1-15% offer,2017,11,0,0,0.9,3.4,Hotel,1,4.3
Austria,Vienna,194,City centre,Donauturm,Josefstadt,102,Vienna,4,4,346,0,22078,1,1-15% offer,2017,11,0,0,1,3.4,Hotel,1,4
Austria,Vienna,63,City centre,Donauturm,Josefstadt,54,Vienna,3,3,85,1,22080,1,15-50% offer,2017,11,0,0,1.1,3.4,Hotel,1,3.2
Austria,Vienna,169,City centre,Donauturm,Josefstadt,94,Vienna,3,4,452,1,22084,1,15-50% offer,2017,11,0,0,1,3.4,Hotel,1,4.1
Austria,Vienna,765,City centre,Donauturm,Josefstadt,115,Vienna,4,4.5,2150,0,22088,1,15-50% offer,2017,11,0,0,0.9,3.5,Hotel,1,4.5
Austria,Vienna,43,City centre,Donauturm,Josefstadt,68,Vienna,3,3.5,182,1,22090,1,15-50% offer,2017,11,0,0,0.9,3.2,Hotel,1,3.7
Austria,Vienna,184,City centre,Donauturm,Kaerntner Strasse,153,Vienna,4,4,700,1,22093,1,15-50% offer,2017,11,0,0,0.2,3,Hotel,1,4.1
Austria,Vienna,313,City centre,Donauturm,Kaerntner Strasse,169,Vienna,4,4,760,1,22095,1,1-15% offer,2017,11,0,0,0.3,3.1,Hotel,1,4.1
Austria,Vienna,323,City centre,Donauturm,Kaerntner Strasse,182,Vienna,4,4.5,327,0,22097,1,1-15% offer,2017,11,0,0,0.5,3.3,Hotel,1,4.5
Austria,Vienna,512,City centre,Donauturm,Kaerntner Strasse,142,Vienna,4,4,837,0,22101,1,15-50% offer,2017,11,0,0,0.1,2.8,Hotel,1,4.4
Austria,Vienna,340,City centre,Donauturm,Landstrasse,110,Vienna,4,4.5,2718,0,22104,1,1-15% offer,2017,11,0,0,0.6,3.2,Hotel,1,4.3
Austria,Vienna,181,City centre,Donauturm,Landstrasse,82,Vienna,4,4,395,0,22117,1,15-50% offer,2017,11,0,0,1.4,3.1,Hotel,1,4
Austria,Vienna,359,City centre,Donauturm,Landstrasse,82,Vienna,4,4,717,1,22118,1,1-15% offer,2017,11,0,0,1.7,3.3,Hotel,1,4.1
Austria,Vienna,160,City centre,Donauturm,Landstrasse,66,Vienna,3,3.5,203,0,22119,1,15-50% offer,2017,11,0,0,1.8,3.4,Hotel,1,3.9
Austria,Vienna,303,City centre,Donauturm,Landstrasse,169,Vienna,4,4,1208,0,22120,0,0% no offer,2017,11,0,0,0.8,2.7,Hotel,1,4.1
Austria,Vienna,173,City centre,Donauturm,Landstrasse,109,Vienna,4,4,666,0,22123,0,0% no offer,2017,11,0,0,1.5,3.8,Hotel,1,4.1
Austria,Vienna,114,City centre,Donauturm,Landstrasse,104,Vienna,3,3,72,1,22125,0,0% no offer,2017,11,0,0,0.7,2.6,Hotel,1,3.4
Austria,Vienna,249,City centre,Donauturm,Landstrasse,145,Vienna,3.5,4.5,730,0,22126,1,15-50% offer,2017,11,0,0,0.9,2.5,Hotel,1,4.3
Austria,Vienna,13,City centre,Donauturm,Landstrasse,85,Vienna,3,3.5,183,1,22130,1,50%-75% offer,2017,11,0,0,0.8,2.1,Hotel,1,3.5
Austria,Vienna,109,City centre,Donauturm,Landstrasse,110,Vienna,3,3.5,529,1,22136,0,0% no offer,2017,11,0,0,1.3,3.3,Hotel,1,3.7
Austria,Vienna,171,City centre,Donauturm,Landstrasse,134,Vienna,4,4.5,343,1,22138,1,15-50% offer,2017,11,0,0,0.6,3,Hotel,1,4.3
Austria,Vienna,79,City centre,Donauturm,Landstrasse,79,Vienna,4,3.5,77,1,22140,0,0% no offer,2017,11,0,0,1.3,3.3,Hotel,1,3.7
Austria,Vienna,281,City centre,Donauturm,Landstrasse,132,Vienna,4,4,1403,0,22142,1,15-50% offer,2017,11,0,0,1,3.2,Hotel,1,4.1
Austria,Vienna,267,City centre,Donauturm,Leopoldstadt,128,Vienna,4,4,1437,0,22144,1,15-50% offer,2017,11,0,0,0.6,2.3,Hotel,1,4.1
Austria,Vienna,183,City centre,Donauturm,Leopoldstadt,99,Vienna,3,4.5,491,0,22145,0,0% no offer,2017,11,0,0,1.5,1.6,Hotel,1,4.5
Austria,Vienna,136,City centre,Donauturm,Leopoldstadt,86,Vienna,4,3.5,326,0,22149,1,50%-75% offer,2017,11,0,0,1.8,1,Hotel,1,4
Austria,Vienna,242,City centre,Donauturm,Leopoldstadt,63,Vienna,3,3,183,1,22152,1,1-15% offer,2017,11,0,0,1,1.9,Hotel,1,3.4
Austria,Vienna,16,City centre,Donauturm,Leopoldstadt,134,Vienna,3.5,4.5,70,1,22155,1,15-50% offer,2017,11,0,0,0.6,2.2,Hotel,1,4
Austria,Vienna,122,City centre,Donauturm,Leopoldstadt,79,Vienna,3,4,290,0,22157,1,15-50% offer,2017,11,0,0,0.9,1.9,Hotel,1,3.7
Austria,Vienna,250,City centre,Donauturm,Leopoldstadt,138,Vienna,4,4,1023,0,22158,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4
Austria,Vienna,603,City centre,Donauturm,Leopoldstadt,113,Vienna,4,4.5,1516,1,22159,1,15-50% offer,2017,11,0,0,1,1.8,Hotel,1,4.5
Austria,Vienna,152,City centre,Donauturm,Leopoldstadt,84,Vienna,3,4,1249,0,22162,1,15-50% offer,2017,11,0,0,1.5,1.4,Hotel,1,3.9
Austria,Vienna,84,City centre,Donauturm,Leopoldstadt,68,Vienna,3,4,129,1,22165,1,15-50% offer,2017,11,0,0,0.9,2.1,Hotel,1,4
Austria,Vienna,208,City centre,Donauturm,Leopoldstadt,102,Vienna,3.5,4,281,0,22166,1,50%-75% offer,2017,11,0,0,1.5,1.4,Hotel,1,3.9
Austria,Vienna,267,City centre,Donauturm,Leopoldstadt,82,Vienna,3,4,727,0,22169,1,15-50% offer,2017,11,0,0,1.6,1.7,Hotel,1,4.1
Austria,Vienna,275,City centre,Donauturm,Leopoldstadt,66,Vienna,3,4,407,1,22170,1,15-50% offer,2017,11,0,0,1.1,1.7,Hotel,1,4
Austria,Vienna,374,City centre,Donauturm,Leopoldstadt,113,Vienna,3,4.5,1686,0,22176,1,15-50% offer,2017,11,0,0,0.8,2.1,Hotel,1,4.5
Austria,Vienna,468,City centre,Donauturm,Leopoldstadt,106,Vienna,3,4.5,1449,1,22177,1,15-50% offer,2017,11,0,0,1,1.9,Hotel,1,4.5
Austria,Vienna,422,City centre,Donauturm,Leopoldstadt,89,Vienna,3,4,1580,0,22179,1,15-50% offer,2017,11,0,0,1.6,1.2,Hotel,1,4.1
Austria,Vienna,527,City centre,Donauturm,Leopoldstadt,106,Vienna,4,4,739,1,22182,1,15-50% offer,2017,11,0,0,0.8,2,Hotel,1,4.1
Austria,Vienna,637,City centre,Donauturm,Leopoldstadt,100,Vienna,4,4,584,1,22183,1,15-50% offer,2017,11,0,0,0.8,2,Hotel,1,4
Austria,Vienna,461,City centre,Donauturm,Leopoldstadt,75,Vienna,3,4,827,0,22184,1,15-50% offer,2017,11,0,0,0.7,2.2,Hotel,1,4.1
Austria,Vienna,3,City centre,Donauturm,Leopoldstadt,84,Vienna,3,4,92,1,22185,0,0% no offer,2017,11,0,0,0.8,2.2,Hotel,1,2.2
Austria,Vienna,104,City centre,Donauturm,Leopoldstadt,151,Vienna,4,4.5,1272,0,22187,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4.6
Austria,Vienna,90,City centre,Donauturm,Leopoldstadt,87,Vienna,3,3.5,314,0,22188,0,0% no offer,2017,11,0,0,0.9,1.9,Hotel,1,3.5
Austria,Vienna,75,City centre,Donauturm,Leopoldstadt,117,Vienna,4,4.5,836,1,22189,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4.4
Austria,Vienna,139,City centre,Donauturm,Leopoldstadt,120,Vienna,4,4,807,0,22190,1,50%-75% offer,2017,11,0,0,1.9,1.9,Hotel,1,4.5
Austria,Vienna,122,City centre,Donauturm,Margareten,383,Vienna,3,4,382,1,22193,0,0% no offer,2017,11,0,0,1.9,4.7,Hotel,1,4
Austria,Vienna,144,City centre,Donauturm,Margareten,174,Vienna,4,4.5,1650,0,22198,0,0% no offer,2017,11,0,0,1.5,4.3,Hotel,1,4.3
Austria,Vienna,80,City centre,Donauturm,Margareten,63,Vienna,3,3.5,335,0,22199,1,15-50% offer,2017,11,0,0,2,4.7,Hotel,1,3.5
Austria,Vienna,58,City centre,Donauturm,Margareten,100,Vienna,3.5,4.5,15,0,22201,0,0% no offer,2017,11,0,0,1.5,4.3,Hotel,1,4.5
Austria,Vienna,303,City centre,Donauturm,Margareten,86,Vienna,4,3.5,1708,0,22203,1,1-15% offer,2017,11,0,0,1.4,4.2,Hotel,1,3.9
Austria,Vienna,82,City centre,Donauturm,Margareten,67,Vienna,3,4,909,0,22205,1,15-50% offer,2017,11,0,0,1.8,4.5,Hotel,1,4
Austria,Vienna,248,City centre,Donauturm,Margareten,129,Vienna,4,4,372,0,22206,1,1-15% offer,2017,11,0,0,1.3,4.1,Hotel,1,4.1
Austria,Vienna,85,City centre,Donauturm,Mariahilf,86,Vienna,3,4,383,1,22212,0,0% no offer,2017,11,0,0,1.3,4.1,Hotel,1,4
Austria,Vienna,258,City centre,Donauturm,Mariahilf,131,Vienna,4,4,682,0,22214,1,1-15% offer,2017,11,0,0,0.7,3.4,Hotel,1,4.1
Austria,Vienna,44,City centre,Donauturm,Mariahilf,80,Vienna,3,3.5,170,0,22218,0,0% no offer,2017,11,0,0,1.4,4.2,Hotel,1,3.9
Austria,Vienna,125,City centre,Donauturm,Mariahilf,93,Vienna,4,4,410,1,22219,1,15-50% offer,2017,11,0,0,1.1,3.9,Hotel,1,4
Austria,Vienna,161,City centre,Donauturm,Mariahilf,77,Vienna,3,4,2102,0,22222,1,1-15% offer,2017,11,0,0,1.9,4.6,Hotel,1,4
Austria,Vienna,210,City centre,Donauturm,Mariahilf,140,Vienna,4,5,1495,1,22223,1,15-50% offer,2017,11,0,0,0.8,3.6,Hotel,1,4.8
Austria,Vienna,264,City centre,Donauturm,Mariahilf,99,Vienna,4,4,1228,1,22224,1,15-50% offer,2017,11,0,0,1,3.8,Hotel,1,4
Austria,Vienna,162,City centre,Donauturm,Mariahilf,105,Vienna,4,4.5,716,0,22226,1,15-50% offer,2017,11,0,0,1.4,4.1,Hotel,1,4.4
Austria,Vienna,581,City centre,Donauturm,Mariahilf,100,Vienna,3.5,4.5,1414,0,22227,1,15-50% offer,2017,11,0,0,1.7,4.4,Hotel,1,4.5
Austria,Vienna,39,City centre,Donauturm,Mariahilf,82,Vienna,3,3.5,78,0,22229,1,15-50% offer,2017,11,0,0,1.1,3.9,Hotel,1,3.9
Austria,Vienna,484,City centre,Donauturm,Mariahilf,82,Vienna,4,4,1150,0,22230,0,0% no offer,2017,11,0,0,1.8,4.5,Hotel,1,3.9
Austria,Vienna,45,City centre,Donauturm,Mariahilf,87,Vienna,4,4,290,0,22235,1,15-50% offer,2017,11,0,0,1.9,4.7,Hotel,1,3.5
Austria,Vienna,98,City centre,Donauturm,Mariahilf,100,Vienna,4,3.5,372,0,22236,1,15-50% offer,2017,11,0,0,1.6,4.3,Hotel,1,3.7
Austria,Vienna,239,City centre,Donauturm,Mariahilf,84,Vienna,4,4,561,0,22237,1,15-50% offer,2017,11,0,0,1.6,4.3,Hotel,1,4.3
Austria,Vienna,100,City centre,Donauturm,Neubau,98,Vienna,4,4,650,1,22239,1,15-50% offer,2017,11,0,0,0.8,3.5,Hotel,1,3.7
Austria,Vienna,305,City centre,Donauturm,Neubau,99,Vienna,3,4,1171,0,22241,0,0% no offer,2017,11,0,0,1.8,4.4,Hotel,1,4.1
Austria,Vienna,141,City centre,Donauturm,Neubau,76,Vienna,3,3.5,265,0,22246,1,1-15% offer,2017,11,0,0,1.6,4.2,Hotel,1,3.5
Austria,Vienna,6,City centre,Donauturm,Neubau,113,Vienna,3,NA,NA,1,22248,0,0% no offer,2017,11,0,0,0.8,3.6,Hotel,1,3.7
Austria,Vienna,328,City centre,Donauturm,Neubau,110,Vienna,4,4.5,2436,0,22249,1,15-50% offer,2017,11,0,0,0.9,3.6,Hotel,1,4.4
Austria,Vienna,123,City centre,Donauturm,Neubau,184,Vienna,4,4.5,2431,0,22250,1,50%-75% offer,2017,11,0,0,1,3.7,Hotel,1,4.6
Austria,Vienna,308,City centre,Donauturm,Neubau,99,Vienna,4,4,612,0,22253,1,15-50% offer,2017,11,0,0,1.7,4.4,Hotel,1,4.1
Austria,Vienna,54,City centre,Donauturm,Neubau,122,Vienna,3,4,143,1,22254,1,1-15% offer,2017,11,0,0,0.8,3.5,Hotel,1,3.9
Austria,Vienna,544,City centre,Donauturm,Neubau,122,Vienna,4,4,978,0,22255,1,1-15% offer,2017,11,0,0,1.7,4.3,Hotel,1,4.3
Austria,Vienna,359,City centre,Donauturm,Neubau,105,Vienna,4,4,816,0,22256,0,0% no offer,2017,11,0,0,1.7,4.3,Hotel,1,4
Austria,Vienna,98,City centre,Donauturm,Neubau,109,Vienna,4,4,582,0,22259,1,15-50% offer,2017,11,0,0,1.4,4,Hotel,1,4
Austria,Vienna,54,City centre,Donauturm,Neubau,105,Vienna,3,4.5,412,1,22260,1,15-50% offer,2017,11,0,0,1.2,3.9,Hotel,1,4.1
Austria,Vienna,69,City centre,Donauturm,Ottakring,52,Vienna,3,3.5,193,0,22268,1,15-50% offer,2017,11,0,0,3.1,5.2,Hotel,1,3.5
Austria,Vienna,83,City centre,Donauturm,Ottakring,80,Vienna,4,4,265,0,22271,1,15-50% offer,2017,11,0,0,4.1,6,Hotel,1,4
Austria,Vienna,136,City centre,Donauturm,Rudolfsheim-Funfhaus,70,Vienna,4,3.5,1020,0,22275,1,15-50% offer,2017,11,0,0,1.8,4.4,Hotel,1,3.9
Austria,Vienna,156,City centre,Donauturm,Rudolfsheim-Funfhaus,136,Vienna,3,4.5,1452,0,22277,1,15-50% offer,2017,11,0,0,1.9,4.5,Hotel,1,4.5
Austria,Vienna,81,City centre,Donauturm,Rudolfsheim-Funfhaus,80,Vienna,3,4,464,1,22279,1,15-50% offer,2017,11,0,0,2.1,4.8,Hotel,1,4.1
Austria,Vienna,54,City centre,Donauturm,Rudolfsheim-Funfhaus,81,Vienna,3,4.5,635,1,22281,1,1-15% offer,2017,11,0,0,2.4,4.9,Hotel,1,4.1
Austria,Vienna,225,City centre,Donauturm,Rudolfsheim-Funfhaus,66,Vienna,4,3.5,388,1,22285,1,1-15% offer,2017,11,0,0,3.6,6.1,Hotel,1,3.7
Austria,Vienna,144,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,3,4,241,0,22286,1,1-15% offer,2017,11,0,0,2.8,5.5,Hotel,1,4
Austria,Vienna,525,City centre,Donauturm,Rudolfsheim-Funfhaus,69,Vienna,4,3.5,399,0,22288,1,1-15% offer,2017,11,0,0,2.1,4.8,Hotel,1,3.7
Austria,Vienna,113,City centre,Donauturm,Rudolfsheim-Funfhaus,83,Vienna,3,4,260,0,22289,1,15-50% offer,2017,11,0,0,2.1,4.8,Hotel,1,4.1
Austria,Vienna,78,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,4,3,212,0,22293,1,15-50% offer,2017,11,0,0,1.8,4.5,Hotel,1,3.9
Austria,Vienna,134,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,4,4,7,0,22296,1,1-15% offer,2017,11,0,0,1.7,4.3,Hotel,1,3.9
Austria,Vienna,38,City centre,Donauturm,Schonbrunn,68,Vienna,3,4,116,1,22299,1,15-50% offer,2017,11,0,0,3.6,6.2,Hotel,1,3.5
Austria,Vienna,65,City centre,Donauturm,Schonbrunn,63,Vienna,3,3.5,199,0,22300,0,0% no offer,2017,11,0,0,2,4.8,Hotel,1,3.7
Austria,Vienna,92,City centre,Donauturm,Schonbrunn,101,Vienna,3,4.5,187,0,22301,0,0% no offer,2017,11,0,0,2.1,4.9,Hotel,1,4.5
Austria,Vienna,100,City centre,Donauturm,Schonbrunn,75,Vienna,4,3.5,309,0,22302,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,3.7
Austria,Vienna,910,City centre,Donauturm,Schonbrunn,156,Vienna,4,4,1122,0,22303,0,0% no offer,2017,11,0,0,3.6,6.2,Hotel,1,4.3
Austria,Vienna,79,City centre,Donauturm,Schonbrunn,56,Vienna,3,4,177,0,22304,1,15-50% offer,2017,11,0,0,3.7,6.3,Hotel,1,3.5
Austria,Vienna,1541,City centre,Donauturm,Schonbrunn,82,Vienna,3.5,4.5,1245,0,22306,1,15-50% offer,2017,11,0,0,2.4,5.2,Hotel,1,4.5
